name	term	lev	seq	value
"dendrite"	GO:0030425	2	Amillepora16900	1.1912051084161643
"dendrite"	GO:0030425	2	Amillepora16959	5.979458152866541
"dendrite"	GO:0030425	2	Amillepora17860	0.5549434245517546
"dendrite"	GO:0030425	2	Amillepora17864	0.20951728673818962
"dendrite"	GO:0030425	2	Amillepora18012	0.5362058417842382
"dendrite"	GO:0030425	2	Amillepora18452	0.2126842389705271
"dendrite"	GO:0030425	2	Amillepora27203	0.07183668630341555
"dendrite"	GO:0030425	2	Amillepora27251	3.0717607584683537
"dendrite"	GO:0030425	2	Amillepora13095	0.5034777331262641
"dendrite"	GO:0030425	2	Amillepora13215	0.018318117434467436
"dendrite"	GO:0030425	2	Amillepora13445	2.567274741811815
"dendrite"	GO:0030425	2	Amillepora13485	0.34956868693899645
"dendrite"	GO:0030425	2	Amillepora14323	0.03777551035098894
"dendrite"	GO:0030425	2	Amillepora14456	5.58780267912962e-4
"dendrite"	GO:0030425	2	Amillepora14493	0.4920619712273925
"dendrite"	GO:0030425	2	Amillepora14492	0.12467602357859993
"dendrite"	GO:0030425	2	Amillepora14489	0.29385459881824905
"dendrite"	GO:0030425	2	Amillepora15018	0.30309105243455153
"dendrite"	GO:0030425	2	Amillepora15086	0.2704142950304016
"dendrite"	GO:0030425	2	Amillepora15094	0.4059646746199587
"dendrite"	GO:0030425	2	Amillepora15114	0.2759044241049248
"dendrite"	GO:0030425	2	Amillepora15392	0.0011019836033107453
"dendrite"	GO:0030425	2	Amillepora16383	0.07908605948947392
"dendrite"	GO:0030425	2	Amillepora16382	0.5700292080470797
"dendrite"	GO:0030425	2	Amillepora16440	0.28440967950125057
"dendrite"	GO:0030425	2	Amillepora25042	2.4653561377430626
"dendrite"	GO:0030425	2	Amillepora25054	1.3437213953309102
"dendrite"	GO:0030425	2	Amillepora25161	2.1036112158045417
"dendrite"	GO:0030425	2	Amillepora25181	1.3645128484391207
"dendrite"	GO:0030425	2	Amillepora25658	0.3596534753407159
