name	term	lev	seq	value
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora16810	5.630856505592667
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora16928	7.7592930559085636
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora16931	-6.512810975557707
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora17050	2.6525317176114713
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora17141	-3.148597560393816
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora18012	-0.4065144979638388
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora18429	-0.018728301045371626
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora18433	0.25783626291689543
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora18482	1.4654361544413976
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora18481	-0.20059027897448783
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora18491	0.6535425852723531
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora18543	3.0564589212265365
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora26310	0.003888034834598325
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora26536	1.5028023470774015
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora26603	-0.5965683481865324
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora26762	6.63222834578677
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora26786	0.23966205892103143
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora26783	0.16243130693936436
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora26785	-0.24584236785026067
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora26795	0.3018836994235568
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora26794	0.34119891773178856
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora26797	-0.027900842302181126
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora26832	3.878124418505775
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora27495	-0.8381467348779998
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora12992	-0.12136325134935291
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora13196	0.29598644894870324
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora13233	-6.55058983128102
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora13322	2.294477709236584
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora13715	7.92561827889646
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora14157	2.33521477171371
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora14161	0.3595576467068105
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora14170	-2.7935327253627436
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora14173	3.1285657828918727
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora14202	-0.30048726410315924
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora14259	-0.7601943644946427
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora14300	3.8557654904797736
"cytoplasmic vesicle part"	GO:0044433	3	Amillepora14323	6.579274674238151
